kepid;koi_disposition;koi_pdisposition;koi_score;koi_period;koi_impact;koi_duration;koi_depth;koi_prad;koi_sma;koi_teq;koi_model_snr
11037335;CONFIRMED;CANDIDATE;1.0000;10.446359440;0.9670;2.74900;3.5420e+02;2.18;0.0926;812.0;34.40
11389771;CONFIRMED;CANDIDATE;1.0000;2.508553286;0.0090;2.26640;2.1160e+02;1.28;0.0355;1278.0;26.80
11389771;CONFIRMED;CANDIDATE;1.0000;13.751296360;0.3590;3.85300;3.4850e+02;1.66;0.1103;725.0;24.60
8737796;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.885747456;1.2050;4.47880;8.9520e+02;269.98;0.0248;4958.0;203.60
8462258;FALSE POSITIVE;FALSE POSITIVE;0.0000;3.611541977;1.2540;8.60680;2.9723e+03;28.07;0.0419;1005.0;167.10
10925104;CONFIRMED;CANDIDATE;0.6800;8.041347775;0.2600;2.63320;5.9100e+02;1.29;0.0648;507.0;77.50
8454250;FALSE POSITIVE;FALSE POSITIVE;1.0000;5.082722475;0.0190;5.91390;1.9741e+03;4.40;0.0580;1059.0;95.50
8494263;CANDIDATE;CANDIDATE;0.4360;78.925742100;0.3590;7.51930;1.7972e+04;11.90;0.3578;398.0;85.20
8848271;FALSE POSITIVE;FALSE POSITIVE;0.0000;9.991625291;1.2560;3.85520;3.4505e+03;38.93;0.0894;907.0;220.30
10585852;CONFIRMED;CANDIDATE;0.9970;8.575049830;0.1290;8.65300;1.6060e+02;4.26;0.0888;1374.0;36.90
10928043;CANDIDATE;CANDIDATE;1.0000;6.846398840;0.9000;3.49190;1.4970e+02;1.90;0.0732;1132.0;36.30
10794087;CONFIRMED;CANDIDATE;0.9970;7.649708320;0.8980;6.62500;5.5400e+01;1.43;0.0822;1144.0;28.50
10794087;CANDIDATE;CANDIDATE;;12.376793120;;3.85000;;;;;
6541920;CONFIRMED;CANDIDATE;1.0000;10.304011320;0.0170;4.22460;3.1610e+02;1.84;0.0903;849.0;53.80
4275739;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.171827838;1.3230;3.22050;4.2086e+04;58.56;0.0322;1311.0;300.60
7287415;CONFIRMED;CANDIDATE;1.0000;3.016182013;0.7320;2.83490;2.2250e+02;2.25;0.0408;1449.0;31.90
6924203;CONFIRMED;CANDIDATE;0.9950;6.883376100;0.0750;2.27020;4.5840e+02;1.69;0.0678;857.0;28.10
6878167;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.833980196;0.5470;1.75600;2.6120e+02;1.45;0.0170;1816.0;56.90
6880531;FALSE POSITIVE;FALSE POSITIVE;;69.627542020;;11.07000;;;;;
6863839;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.926353494;0.7670;2.53050;1.8510e+02;1.33;0.0292;1484.0;36.90
7296086;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.890737359;1.1460;1.92570;1.9580e+02;20.57;0.0180;2022.0;37.70
11389771;CONFIRMED;CANDIDATE;0.9800;5.419084910;0.5360;2.33790;2.3100e+02;1.38;0.0593;989.0;20.20
11599038;CONFIRMED;CANDIDATE;1.0000;7.017335710;0.5810;3.56700;2.5550e+02;1.61;0.0712;984.0;15.50
11193263;CONFIRMED;CANDIDATE;1.0000;6.911342230;0.2590;5.67430;2.0170e+02;1.90;0.0720;1086.0;44.00
11027624;CONFIRMED;CANDIDATE;1.0000;394.624951400;0.3360;24.10800;2.0133e+03;7.79;1.1088;325.0;234.60
11032227;CONFIRMED;CANDIDATE;0.9960;7.193049350;0.0170;3.40700;2.5530e+02;1.59;0.0744;995.0;19.00
8751933;CONFIRMED;CANDIDATE;0.1170;86.647644480;0.0000;4.23260;7.3116e+03;9.40;0.3786;419.0;241.90
8630788;CONFIRMED;CANDIDATE;0.9970;36.337504530;0.8250;7.06000;2.8284e+03;5.30;0.2137;513.0;96.80
8630788;CONFIRMED;CANDIDATE;1.0000;14.646130580;0.5610;5.68800;5.9350e+02;2.22;0.1166;694.0;30.00
8630788;CONFIRMED;CANDIDATE;0.9600;148.272013000;0.8830;4.19200;1.7074e+03;4.30;0.5456;321.0;21.80
8823426;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.506507172;1.2260;4.53460;8.8090e+02;13.40;0.0202;801.0;86.70
4070376;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.634614356;1.2290;3.44220;1.9762e+04;44.22;0.0272;1611.0;376.50
4078157;FALSE POSITIVE;FALSE POSITIVE;0.0020;16.025018977;13.2390;3.88280;2.9090e+04;1069.01;0.1187;657.0;257.80
4164994;CONFIRMED;CANDIDATE;1.0000;10.506829780;0.4070;3.77690;1.3356e+04;9.01;0.0895;668.0;343.40
4480676;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.711966971;1.2680;2.02210;6.2275e+03;33.34;0.0141;1855.0;392.20
4079535;FALSE POSITIVE;FALSE POSITIVE;0.0000;17.727243920;0.8250;4.10730;1.6878e+04;14.77;0.1364;741.0;109.70
6766634;CONFIRMED;CANDIDATE;0.6770;321.212436500;0.8730;4.01200;2.3586e+03;7.25;0.9453;310.0;81.70
6774826;FALSE POSITIVE;FALSE POSITIVE;0.0000;7.138953760;1.1990;4.56800;2.5420e+02;49.96;0.0807;1622.0;32.90
5652237;FALSE POSITIVE;FALSE POSITIVE;0.0000;4.464545400;0.8080;2.88230;1.9430e+02;3.07;0.0559;1601.0;37.60
7211469;CONFIRMED;CANDIDATE;0.9990;11.296894420;0.6340;4.62300;1.9850e+02;1.74;0.1033;907.0;20.90
7375795;FALSE POSITIVE;FALSE POSITIVE;0.4900;19.301120390;0.8620;6.07520;2.3230e+02;1.66;0.1324;669.0;45.00
7255336;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.203200920;1.2740;1.91970;2.8071e+03;49.25;0.0225;2124.0;250.80
7831264;CONFIRMED;CANDIDATE;1.0000;5.968724048;0.1660;3.65100;5.1060e+02;3.26;0.0670;1251.0;107.10
7802136;FALSE POSITIVE;FALSE POSITIVE;0.0000;10.980246199;0.7330;3.74464;5.0078e+04;21.94;0.0917;821.0;1555.40
7532973;CONFIRMED;FALSE POSITIVE;0.0410;2.144632238;1.2280;6.27010;1.9837e+04;59.19;0.0334;1736.0;334.80
9632895;FALSE POSITIVE;FALSE POSITIVE;0.0000;27.322044880;0.2570;5.67160;7.7474e+04;21.58;0.1682;531.0;3622.70
7449844;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.152216965;0.8110;2.22450;1.2072e+04;187.73;0.0326;5283.0;104.50
8766222;FALSE POSITIVE;FALSE POSITIVE;0.0000;5.297229300;0.0220;3.79900;1.2105e+03;47.70;0.0726;2867.0;31.80
8678594;CONFIRMED;CANDIDATE;1.0000;133.460999000;0.2490;11.49970;5.0329e+03;11.21;0.5167;433.0;162.30
10925104;CONFIRMED;CANDIDATE;0.9920;5.188563677;0.1790;2.36830;3.5870e+02;1.00;0.0484;586.0;56.40
8678594;CONFIRMED;CANDIDATE;0.9880;15.194233590;0.9060;3.10600;3.6780e+02;3.69;0.1214;893.0;18.10
8703884;FALSE POSITIVE;FALSE POSITIVE;0.0000;14.170987450;0.0410;3.48040;3.0708e+03;4.19;0.1068;608.0;93.60
8560840;FALSE POSITIVE;FALSE POSITIVE;0.0000;31.973416900;1.2400;13.26200;1.4144e+03;24.10;0.1876;442.0;62.50
4076098;CONFIRMED;CANDIDATE;1.0000;3.990105908;0.5820;2.41080;6.1549e+03;7.45;0.0493;1124.0;247.80
4551328;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.522058620;1.2400;2.08470;1.3813e+03;27.16;0.0120;2022.0;169.00
4282872;CONFIRMED;CANDIDATE;1.0000;10.035381809;0.0790;3.40620;2.8297e+03;4.42;0.0886;786.0;150.90
4639868;FALSE POSITIVE;FALSE POSITIVE;0.0000;53.100942624;0.9880;2.28680;1.9981e+04;24.02;0.2630;464.0;1108.50
10555375;FALSE POSITIVE;FALSE POSITIVE;0.0000;5.801813680;0.9670;4.11900;2.6960e+02;4.52;0.0665;1491.0;35.30
4372768;FALSE POSITIVE;FALSE POSITIVE;0.0000;15.640251500;1.1670;6.22200;8.0030e+02;18.11;0.1123;640.0;19.30
7375795;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.691666384;0.5520;1.96030;3.5600e+01;0.58;0.0144;2031.0;20.80
7211221;CONFIRMED;CANDIDATE;1.0000;5.621543150;0.7420;2.41430;1.7230e+02;1.37;0.0603;992.0;35.30
7025526;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.074106954;0.1220;1.97970;6.4500e+01;0.52;0.0184;1255.0;48.50
9451127;FALSE POSITIVE;FALSE POSITIVE;0.0050;5.117401517;0.6830;4.30560;6.2929e+04;28.41;0.0609;1130.0;456.60
9446824;FALSE POSITIVE;FALSE POSITIVE;0.0850;4.202336730;0.0040;3.69730;4.5982e+04;23.53;0.0524;1246.0;258.80
11356260;CONFIRMED;CANDIDATE;0.9860;8.506980690;0.8160;2.93800;2.9550e+02;1.90;0.0802;900.0;20.70
11044770;FALSE POSITIVE;FALSE POSITIVE;0.0000;15.608652440;0.9850;6.26000;3.1140e+02;6.17;0.1508;1419.0;46.90
11600889;CONFIRMED;CANDIDATE;1.0000;0.669310092;0.1570;1.62740;1.3180e+02;1.13;0.0149;1983.0;75.30
11197126;FALSE POSITIVE;FALSE POSITIVE;0.0000;4.494498254;1.1490;1.97420;2.4820e+02;62.11;0.0624;1667.0;39.30
11043167;CONFIRMED;CANDIDATE;0.9790;44.930670600;0.4810;6.53900;4.3840e+02;2.49;0.2654;565.0;33.80
8612847;CONFIRMED;CANDIDATE;1.0000;14.131753090;0.8480;4.01360;1.0330e+03;3.02;0.1106;675.0;40.10
8552583;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.061934816;1.2500;3.25510;4.3720e+02;25.72;0.0202;1660.0;74.50
8547140;CONFIRMED;CANDIDATE;1.0000;11.419261410;0.2420;3.99080;9.1560e+02;1.48;0.0795;419.0;58.00
8519253;FALSE POSITIVE;FALSE POSITIVE;0.0000;5.938210650;1.6460;2.51280;5.2250e+02;61.63;0.0626;996.0;33.60
8813698;CANDIDATE;CANDIDATE;0.9960;268.941097400;0.7650;5.44340;9.0102e+03;13.57;0.8272;321.0;120.40
8757910;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.655001616;1.1210;1.81360;2.7120e+02;31.77;0.0168;3162.0;104.50
4074736;CANDIDATE;CANDIDATE;0.9090;80.966956100;0.0070;2.52760;4.7330e+03;5.04;0.3412;364.0;52.00
4072526;CONFIRMED;CANDIDATE;0.9950;33.199635500;0.0170;5.02200;1.1125e+03;2.85;0.1894;485.0;32.60
4150539;FALSE POSITIVE;FALSE POSITIVE;0.0000;8.653065870;1.2220;4.48600;1.0481e+03;19.78;0.0726;633.0;43.00
4274548;CANDIDATE;CANDIDATE;0.9990;6.800820320;0.5970;1.98830;6.9990e+02;1.88;0.0636;697.0;25.50
4455231;CONFIRMED;CANDIDATE;1.0000;19.305816620;0.0010;4.29020;7.0910e+02;4.00;0.1428;815.0;36.30
8953257;FALSE POSITIVE;FALSE POSITIVE;0.3830;3.221785738;0.7770;3.34110;4.6379e+04;25.03;0.0430;1357.0;336.40
8971432;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.624387500;1.1570;1.92102;3.6855e+04;29.45;0.0122;1639.0;628.30
9278553;FALSE POSITIVE;FALSE POSITIVE;0.0000;18.610092584;1.2580;4.98308;5.0834e+04;55.23;0.1362;686.0;1309.30
9527915;CONFIRMED;CANDIDATE;1.0000;13.221753580;0.4510;2.78840;8.7650e+02;2.38;0.1032;640.0;93.60
9143254;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.137525054;1.2380;2.68228;1.8006e+04;42.74;0.0209;1746.0;633.10
8949247;FALSE POSITIVE;FALSE POSITIVE;0.0000;23.799939273;1.1370;5.02319;6.0186e+04;51.74;0.1616;637.0;2065.80
11336883;CONFIRMED;CANDIDATE;0.9980;7.168930640;0.5730;4.67660;1.1280e+02;1.61;0.0779;1187.0;36.30
11336883;CANDIDATE;CANDIDATE;;54.325574000;0.1540;9.86000;4.4200e+01;0.76;0.2997;545.0;7.70
11336883;CANDIDATE;CANDIDATE;;20.019595990;;7.00000;;;;;
12506351;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.227758770;1.1110;2.75450;4.6148e+04;48.79;0.0227;1859.0;292.70
7622486;FALSE POSITIVE;FALSE POSITIVE;0.0000;40.246498970;0.8770;6.02030;1.5941e+05;97.54;0.2425;768.0;420.90
7622486;FALSE POSITIVE;FALSE POSITIVE;0.9570;2.279996620;0.7390;5.77770;1.2831e+04;20.74;0.0358;2000.0;366.80
9705459;FALSE POSITIVE;FALSE POSITIVE;0.8670;2.486586170;0.0790;2.71890;4.2122e+04;24.39;0.0379;1461.0;91.60
8564587;CONFIRMED;CANDIDATE;1.0000;5.729317577;0.5970;1.18160;8.6540e+02;2.41;0.0600;850.0;59.00
10925104;CONFIRMED;CANDIDATE;1.0000;11.776132317;0.5400;2.89710;1.4308e+03;2.08;0.0836;446.0;163.50
8564587;CONFIRMED;CANDIDATE;1.0000;11.609085330;0.0300;2.26030;4.8930e+02;1.71;0.0960;671.0;34.10
8631160;CANDIDATE;CANDIDATE;1.0000;162.047950200;0.6630;9.89740;4.8405e+03;11.52;0.6344;437.0;370.20
8552498;FALSE POSITIVE;FALSE POSITIVE;;0.530967162;1.1670;3.36590;2.4490e+02;23.72;0.0132;2704.0;125.50
8806072;CONFIRMED;CANDIDATE;0.9270;40.058816610;0.8190;5.59500;1.2394e+03;3.43;0.2265;489.0;62.60
4455231;CONFIRMED;CANDIDATE;0.9990;6.097472330;0.0120;3.43100;2.1760e+02;2.22;0.0662;1197.0;17.40
4455231;CONFIRMED;CANDIDATE;0.9910;56.637918000;0.2980;6.17200;5.8970e+02;3.68;0.2926;570.0;20.90
4285107;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.243016513;0.7370;2.72100;2.9960e+02;1.37;0.0312;1167.0;59.10
4150624;FALSE POSITIVE;FALSE POSITIVE;0.0000;8.653121600;1.2140;4.39000;6.5480e+02;22.58;0.0817;772.0;35.70
8972058;CONFIRMED;CANDIDATE;1.0000;8.990886210;0.7700;4.24470;4.6970e+02;2.78;0.0856;960.0;93.60
9346253;FALSE POSITIVE;FALSE POSITIVE;0.0000;34.064566412;0.5240;9.61140;2.8450e+04;15.57;0.2026;570.0;1305.90
9002237;FALSE POSITIVE;FALSE POSITIVE;0.0000;4.350087749;0.9860;2.64280;2.3593e+04;24.77;0.0528;1136.0;192.20
9288786;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.744101106;0.6180;1.54970;9.6814e+03;7.21;0.0253;1016.0;152.60
8958035;FALSE POSITIVE;FALSE POSITIVE;0.0000;7.981187121;1.0360;1.80710;7.6095e+03;18.75;0.0797;966.0;202.10
9040849;FALSE POSITIVE;FALSE POSITIVE;0.0870;4.118775582;0.7540;3.76000;2.6477e+03;4.48;0.0484;1067.0;125.60
9202151;CANDIDATE;CANDIDATE;1.0000;1.694740233;0.6710;1.68640;1.4468e+03;2.12;0.0229;797.0;92.30
7842610;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.971933156;1.4200;1.92650;4.7860e+03;50.75;0.0184;1754.0;223.10
7830637;FALSE POSITIVE;FALSE POSITIVE;0.0000;121.599127800;5.0110;15.15960;1.0537e+04;379.63;0.4693;358.0;297.00
4760746;CANDIDATE;CANDIDATE;0.0000;15.068060768;0.8800;3.30110;1.9387e+04;16.43;0.1213;742.0;282.80
7832356;CONFIRMED;CANDIDATE;1.0000;7.886632468;0.0480;5.21470;6.3312e+03;8.99;0.0762;996.0;392.30
9643874;CONFIRMED;CANDIDATE;1.0000;8.027681123;0.4950;3.09420;8.7254e+03;8.43;0.0787;824.0;461.50
8800954;CONFIRMED;CANDIDATE;;704.962626000;0.8495;18.00300;2.3191e+03;4.53;1.4108;178.0;96.10
8583696;CONFIRMED;CANDIDATE;0.9360;50.286359770;0.0180;6.32120;1.1193e+03;3.88;0.2678;543.0;99.50
8804283;CONFIRMED;CANDIDATE;1.0000;22.790203510;0.0360;5.03940;6.1790e+02;2.57;0.1528;634.0;47.70
8804283;CONFIRMED;CANDIDATE;1.0000;13.260797920;0.2200;3.91200;1.9940e+02;1.47;0.1065;760.0;17.60
8552565;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.061932545;0.7130;2.14290;1.3360e+02;2.29;0.0215;2508.0;80.20
4155328;CONFIRMED;CANDIDATE;1.0000;127.833499700;0.4160;10.91400;1.8299e+03;9.46;0.5829;554.0;76.90
4077526;CONFIRMED;CANDIDATE;1.0000;10.218645320;0.4160;3.80200;4.4530e+02;2.33;0.0927;920.0;26.60
4077526;CONFIRMED;CANDIDATE;1.0000;15.573637000;0.9460;5.32600;4.6810e+02;2.94;0.1228;799.0;24.70
4077526;CONFIRMED;CANDIDATE;1.0000;40.101556100;0.8680;5.24600;5.5000e+02;2.92;0.2307;583.0;19.00
4077526;CONFIRMED;CANDIDATE;1.0000;4.458148970;0.7540;2.86700;1.8810e+02;1.61;0.0533;1212.0;14.30
8937021;FALSE POSITIVE;FALSE POSITIVE;0.0000;5.663621501;0.1690;1.29680;1.2250e+03;2.47;0.0568;774.0;39.80
8935810;CONFIRMED;CANDIDATE;1.0000;6.230335000;0.8080;1.64930;1.4492e+03;3.70;0.0660;875.0;31.60
2441495;CONFIRMED;CANDIDATE;1.0000;12.493407250;0.5940;2.26140;7.1570e+02;2.20;0.0994;649.0;76.20
9455556;CONFIRMED;CANDIDATE;1.0000;6.626434410;0.1110;3.17520;8.1460e+02;2.54;0.0692;895.0;40.60
9455556;CONFIRMED;CANDIDATE;0.9920;3.701220610;0.1780;2.52300;3.2740e+02;1.62;0.0469;1087.0;19.60
9427402;CANDIDATE;CANDIDATE;1.0000;6.247030799;0.0390;1.48480;1.4966e+03;1.89;0.0528;512.0;44.80
3732821;CONFIRMED;CANDIDATE;1.0000;13.734740710;0.9410;2.76900;7.4640e+02;2.71;0.1010;634.0;31.00
3962440;CANDIDATE;CANDIDATE;;700.002982170;0.1430;7.65250;3.2459e+03;6.43;1.6115;238.0;60.30
3534076;CANDIDATE;CANDIDATE;;272.086835300;0.3629;2.71450;5.5720e+03;5.95;0.7652;251.0;21.50
3962357;CONFIRMED;CANDIDATE;1.0000;14.553874880;0.9550;6.97300;3.1970e+02;3.45;0.1256;939.0;26.80
9110357;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.895277575;0.9280;2.71100;5.3450e+02;9.27;0.0231;4253.0;132.10
8394721;CONFIRMED;CANDIDATE;0.9760;81.063789500;0.5840;3.00100;4.7600e+02;3.01;0.3790;511.0;19.40
8609450;CONFIRMED;CANDIDATE;1.0000;24.805677500;0.0070;6.14800;6.2440e+02;2.16;0.1540;588.0;39.40
6541920;CONFIRMED;CANDIDATE;1.0000;13.024933070;0.0040;4.57060;7.7840e+02;2.88;0.1055;786.0;119.30
8609450;CONFIRMED;CANDIDATE;1.0000;44.347193600;0.2730;6.43000;7.9170e+02;2.45;0.2269;484.0;40.50
8609450;CONFIRMED;CANDIDATE;0.8960;9.220769100;0.0370;4.90700;1.4000e+02;1.02;0.0796;817.0;13.20
8609450;CONFIRMED;CANDIDATE;0.9920;13.639664800;0.1050;5.42500;1.6270e+02;1.10;0.1034;717.0;13.30
4243911;CONFIRMED;CANDIDATE;1.0000;1.922799706;0.0360;1.86040;2.5970e+02;1.28;0.0290;1215.0;30.10
4466677;CONFIRMED;CANDIDATE;1.0000;3.222975318;0.3300;2.92470;2.3270e+02;1.47;0.0412;1239.0;31.30
4466677;CANDIDATE;CANDIDATE;0.9990;42.037066200;0.6720;6.28200;2.6680e+02;1.66;0.2285;527.0;14.70
4466677;CANDIDATE;CANDIDATE;0.7540;21.011206800;0.8530;4.50700;1.6360e+02;1.40;0.1439;663.0;10.20
4135665;CONFIRMED;CANDIDATE;1.0000;4.168118390;0.7090;2.80840;2.6300e+02;2.28;0.0507;1277.0;26.70
9269281;CONFIRMED;CANDIDATE;1.0000;5.823489110;0.8770;2.24410;8.8870e+02;3.00;0.0615;955.0;38.10
9100484;CANDIDATE;CANDIDATE;1.0000;8.750597750;0.3300;2.82880;8.8190e+02;2.27;0.0797;682.0;28.30
9157908;FALSE POSITIVE;FALSE POSITIVE;0.0000;9.414750560;1.1480;4.73600;4.8340e+02;19.33;0.0891;962.0;55.20
9030447;FALSE POSITIVE;FALSE POSITIVE;;0.566690060;0.7102;2.16740;1.0460e+02;1.52;0.0147;2955.0;53.80
9034103;CONFIRMED;CANDIDATE;1.0000;7.139697050;0.0270;3.98100;5.1290e+02;2.24;0.0750;965.0;27.80
9214942;CONFIRMED;CANDIDATE;1.0000;18.754702380;0.0340;3.03310;9.9530e+02;1.67;0.1139;382.0;33.20
3858704;FALSE POSITIVE;FALSE POSITIVE;0.0010;3.003632190;0.7270;3.73200;1.0120e+02;1.43;0.0414;1571.0;38.50
3749134;CONFIRMED;CANDIDATE;0.9970;11.301230360;0.1170;4.02200;2.7710e+02;1.85;0.0988;852.0;18.50
3556220;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.796722833;0.6010;2.45510;1.0710e+02;1.44;0.0160;2401.0;43.90
3660924;CONFIRMED;CANDIDATE;1.0000;4.241536290;0.2570;2.97100;1.8810e+02;1.44;0.0491;1177.0;18.00
3939150;CONFIRMED;CANDIDATE;1.0000;17.324191080;0.7640;8.04500;2.4130e+02;3.14;0.1385;964.0;49.10
8628758;CONFIRMED;CANDIDATE;1.0000;14.374575720;0.0350;4.78920;3.3580e+02;1.94;0.1137;779.0;55.20
8628758;CONFIRMED;CANDIDATE;0.9710;9.651883310;0.1220;4.29600;1.0320e+02;1.08;0.0872;890.0;19.80
8509361;FALSE POSITIVE;FALSE POSITIVE;0.0000;6.099011800;0.6880;3.61120;2.2750e+02;3.16;0.0670;1374.0;39.30
8742590;CONFIRMED;CANDIDATE;0.9890;49.478144600;0.0480;2.49300;4.9660e+02;1.88;0.2587;462.0;20.40
8822366;CONFIRMED;CANDIDATE;0.9980;30.863947600;0.9070;8.86400;2.5650e+02;3.01;0.1978;743.0;63.00
8972058;CONFIRMED;CANDIDATE;1.0000;2.403640701;0.9180;1.40120;7.4900e+01;1.24;0.0355;1489.0;16.30
4386059;FALSE POSITIVE;FALSE POSITIVE;0.0000;2.900607810;0.4700;2.56300;1.2480e+02;1.58;0.0423;1645.0;20.60
4650674;CONFIRMED;CANDIDATE;1.0000;4.514360960;0.1180;3.00830;2.3070e+02;1.84;0.0550;1231.0;28.40
4275721;CONFIRMED;CANDIDATE;0.8080;3.773598710;0.0000;2.72820;1.7600e+02;1.29;0.0453;1270.0;25.60
4275721;CONFIRMED;CANDIDATE;1.0000;8.181821890;0.6550;2.45660;2.9960e+02;1.77;0.0759;981.0;27.40
8874090;CONFIRMED;CANDIDATE;0.9990;13.323893520;0.0730;3.22080;7.8130e+02;1.26;0.0862;378.0;25.90
11666881;CONFIRMED;CANDIDATE;1.0000;4.919584997;0.2430;4.19880;4.2570e+02;2.86;0.0605;1312.0;132.00
9264949;CONFIRMED;CANDIDATE;0.9960;11.419118860;0.9470;5.13500;5.0920e+02;3.32;0.1070;921.0;23.70
9271752;CONFIRMED;CANDIDATE;1.0000;11.361132540;0.7340;4.18860;5.6950e+02;2.60;0.1013;869.0;57.00
9007866;FALSE POSITIVE;FALSE POSITIVE;;1.386635800;0.3783;4.77000;7.0100e+01;0.72;0.0239;1503.0;6.80
9150827;CONFIRMED;CANDIDATE;1.0000;14.534108330;0.7660;3.30940;5.1060e+02;1.36;0.0956;420.0;32.50
3939150;CONFIRMED;CANDIDATE;0.9990;33.006318500;0.3900;7.11800;2.7810e+02;3.13;0.2129;778.0;38.20
3839488;CONFIRMED;CANDIDATE;1.0000;11.131271590;0.0100;4.23720;2.1120e+02;2.06;0.1036;952.0;36.80
3542588;FALSE POSITIVE;FALSE POSITIVE;0.0000;3.471439630;0.7190;3.66300;9.9800e+01;1.19;0.0471;1358.0;27.50
3442055;CONFIRMED;CANDIDATE;0.9990;29.619389100;0.0460;4.95950;3.1470e+02;1.74;0.1817;580.0;42.50
3440861;FALSE POSITIVE;FALSE POSITIVE;;3.503761550;;3.16000;;;;;
12252424;CONFIRMED;CANDIDATE;1.0000;8.925079516;0.7400;2.67660;9.7750e+02;2.36;0.0763;628.0;135.80
8700771;CONFIRMED;CANDIDATE;0.9980;8.092210500;0.9510;5.76960;6.5300e+01;1.44;0.0764;1089.0;37.50
10960993;FALSE POSITIVE;FALSE POSITIVE;0.0000;3.117087797;1.2550;3.06941;1.2152e+04;88.51;0.0471;1842.0;441.70
6541920;CONFIRMED;CANDIDATE;1.0000;22.687155000;0.0230;5.49210;9.6000e+02;3.20;0.1528;653.0;122.80
10599397;FALSE POSITIVE;FALSE POSITIVE;;0.937406378;0.8735;1.95150;5.0796e+03;7.09;0.0179;1659.0;138.90
10879208;FALSE POSITIVE;FALSE POSITIVE;0.0000;0.668483615;1.2690;2.09090;2.8998e+03;29.53;0.0145;1832.0;161.20
10843203;FALSE POSITIVE;FALSE POSITIVE;0.0000;4.429633087;1.2640;3.02570;6.1201e+03;32.12;0.0498;950.0;166.30
4570931;FALSE POSITIVE;FALSE POSITIVE;0.0000;1.544927524;0.5330;1.01340;1.3850e+02;1.39;0.0264;1824.0;25.40
4136466;CONFIRMED;CANDIDATE;0.9990;4.487587680;0.5320;2.87400;1.1200e+02;1.37;0.0528;1305.0;25.90
7284688;FALSE POSITIVE;FALSE POSITIVE;;0.323021692;1.1083;2.34420;4.7100e+04;46.40;0.0087;2545.0;520.60
7199774;FALSE POSITIVE;FALSE POSITIVE;0.0000;4.708186280;1.0820;3.27800;5.6545e+04;42.99;0.0548;1046.0;24.70
7037540;FALSE POSITIVE;FALSE POSITIVE;0.0000;14.405857436;0.0010;5.48509;3.0431e+04;23.42;0.1174;888.0;2294.10
6866228;FALSE POSITIVE;FALSE POSITIVE;0.0000;7.702374154;3.3460;3.84590;1.8377e+04;225.25;0.0744;825.0;157.20
9391208;CONFIRMED;CANDIDATE;1.0000;16.560625770;0.9600;2.61100;7.0080e+02;2.94;0.1144;701.0;30.80
9391506;CONFIRMED;CANDIDATE;1.0000;15.749585830;0.6370;4.66720;6.5950e+02;2.77;0.1266;777.0;42.60
8950853;CONFIRMED;CANDIDATE;0.9990;37.814525200;0.8450;9.10900;4.1250e+02;3.04;0.2341;626.0;57.90
9006449;CONFIRMED;CANDIDATE;0.9860;12.645042910;0.9310;9.11700;2.0040e+02;1.55;0.0987;741.0;32.70
9006449;CONFIRMED;CANDIDATE;0.9990;21.526295800;0.8040;8.39200;1.9000e+02;1.36;0.1408;621.0;23.40
9006449;CONFIRMED;CANDIDATE;0.9350;33.884582500;0.9610;6.53800;2.2410e+02;1.74;0.1905;533.0;17.20
4043190;CONFIRMED;CANDIDATE;0.9970;6.400871370;0.8610;2.55610;1.3360e+02;1.91;0.0662;1109.0;24.40
3640905;CONFIRMED;CANDIDATE;1.0000;30.159941100;0.8020;7.87400;1.7590e+02;4.54;0.2130;836.0;32.30
3640905;CONFIRMED;CANDIDATE;0.9810;51.077104800;0.4980;11.23300;1.4150e+02;3.66;0.3027;702.0;24.10
4060815;FALSE POSITIVE;FALSE POSITIVE;;4.285675600;0.5445;4.05900;3.1400e+01;2.13;0.0579;1790.0;8.30
6613006;FALSE POSITIVE;FALSE POSITIVE;0.0000;7.388833611;0.7990;5.62857;1.3064e+04;10.66;0.0724;877.0;1509.30
6606653;FALSE POSITIVE;FALSE POSITIVE;0.2850;2.698021895;1.3000;23.19200;6.7212e+03;52.51;0.0406;1582.0;647.10
